Date,AAPL,AXP,BA,CAT,CSCO,CVX,DIS,DD,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,RTX,PFE,PG,TRV,UNH,V,VZ,WBA,WMT,XOM,
20110927,14.26,47.08,62.78,77.67,16.07,93.54,31.16,36.44,99.55,33.88,177.71,22.54,63.82,31.57,34.78,89.74,76.28,32.14,25.67,22.65,46.03,16.82,63.26,49.24,49.45,22.37,36.89,33.77,52.03,72.91,
20110928,14.18,46.47,61.92,75.08,15.84,91.74,30.48,33.84,96.32,33.6,177.55,22.31,63.25,30.47,34.03,88.03,73.6,31.94,25.58,22.12,45.22,16.64,62.73,48.17,47.64,21.91,36.84,32.75,51.31,72.07,
20110929,13.95,46.72,62.37,75.39,15.85,94.39,30.65,33.81,99.87,33.79,179.17,22.21,63.9,31.39,34.53,88.78,74.53,32.66,25.45,22,45.57,17.03,63.7,49.69,46.58,21.92,37.15,32.53,51.93,73.88,
20110930,13.62,44.9,60.51,73.84,15.5,92.59,30.16,31.99,94.55,32.87,174.87,21.34,63.69,30.12,33.78,87.82,71.79,32.7,24.89,21.38,44.28,16.75,63.18,48.73,46.12,21.43,36.8,32.89,51.9,72.63,
20111003,13.38,43.48,58.25,70.55,15.19,89.88,29,30.63,90.08,31.59,173.29,20.62,62.08,28.65,32.71,86.02,70.93,31.57,24.53,20.76,43.65,16.42,62.84,46.8,42.92,21.07,36.34,32.47,51.96,71.15,
20111004,13.3,43.43,59.14,72.54,15.58,91.48,29.86,32.47,94.58,32.47,174.74,21.22,62.17,30.26,32.62,86.48,72.01,31.35,25.34,21.43,43.76,16.66,63.37,48.08,42.78,21.2,36.4,32.85,52.88,72.83,
20111005,13.51,43.41,59.96,74.26,16.16,94.66,31.51,34.89,94.29,32.83,176.85,21.85,62.35,30.84,32.77,85.83,72.53,31.46,25.89,21.95,43.81,17.03,63.34,49.57,44.45,21.25,35.77,33.03,52.65,73.95,
20111006,13.48,44.43,61.48,77.09,16.75,94.61,32.03,36.06,97.93,33.38,181.69,22.03,62.81,32.38,32.7,87.11,74.65,31.42,26.34,22.32,44.67,17.27,63.61,50.19,44.94,21.78,35.91,33.37,52.75,73.89,
20111007,13.21,43.43,61.81,75.52,16.66,94.4,31.7,35.26,92.69,33.92,182.39,22.29,63.13,30.7,32.95,87.2,73.82,31.61,26.25,22.04,44.97,17.47,63.91,49,44.89,21.56,36.16,33.41,53.7,73.56,
20111010,13.89,45.45,64.03,79.13,17.09,98.2,33,37.3,96.14,34.66,186.62,22.88,64.43,32.3,33.45,88.51,76.72,32.35,26.94,22.68,46.41,17.92,64.8,51.1,46.52,22.31,36.9,33.67,54.81,76.28,
20111011,14.3,45.76,63.97,80.66,16.99,97.6,32.61,37.6,96.7,34.71,185,22.99,63.96,32.3,33.4,89.34,76.42,31.93,27,22.46,46.41,17.86,64.57,50.42,46.64,22.63,36.5,33.79,54.72,76.27,
20111012,14.36,47.03,64.32,81.7,17.25,97.78,33.76,38.86,99.11,34.72,186.12,23.12,64.33,33.2,33.74,88.36,78.36,32.57,26.96,22.95,46.72,17.83,64.89,51.44,46.38,22.79,36.67,33.15,55.2,77.16,
20111013,14.59,46.33,63.53,81.44,17.42,97.79,33.55,37.98,96.15,34.41,186.82,23.39,64.23,31.6,33.7,89.31,77.8,32.7,27.18,23.05,46.28,17.77,64.65,50.45,46.53,23.15,37.02,32.96,55.02,76.37,
20111014,15.07,46.1,63.89,84.09,17.55,100.47,34.47,39.42,96.73,35.05,190.53,23.5,64.72,31.89,33.92,89.94,78.89,32.98,27.27,23.24,46.97,18.04,64.89,51.27,47.22,23.48,37.33,33,55.46,78.11,
20111017,15,45.12,61.78,81.52,17.17,98.61,33.39,37.78,96.9,34.65,186.59,23.28,63.79,31.04,33.5,88.66,75.88,32.31,26.98,22.76,45.39,17.71,64.26,49.58,46.6,22.8,36.94,33.89,54.78,77.47,
20111018,15.08,46.68,63.47,84.72,17.51,102.95,33.94,39.55,102.25,35.95,178.9,23.4,64.42,32.87,33.37,89.64,78.36,32.79,27.31,22.87,46.64,17.97,64.92,51.46,45.34,23.48,37.24,33.83,55.89,78.89,
20111019,14.24,46.13,63.11,83.56,17.16,102.24,33.61,37.87,100.79,35.4,177.39,24.24,62.64,32.25,33.52,89.62,77.7,32.54,27.13,22.82,46.1,17.82,64.75,54.39,46.45,22.52,37.05,33.75,56.25,78.43,
20111020,14.12,46.19,62.49,84.26,17.19,103.39,33.84,37.64,100.86,35.73,177.25,23.61,62.53,33.13,33.56,89.01,78.68,32.8,27.04,22.97,46.73,17.74,65.09,54.53,46.88,22.84,37.1,33.59,56.37,78.71,
20111021,14.03,48.46,64.59,87.39,17.38,105.53,35.16,38.79,102.09,36.86,181.63,24.03,63.78,33.42,34.1,92.32,80.48,33.35,27.16,23.59,47.55,18.06,66.26,57.35,47.92,23.36,37.42,34.14,56.92,80.13,
20111024,14.49,49.92,64.75,91.77,17.54,106.27,35.37,39.73,103.98,36.7,182.25,24.59,64.73,34.57,33.94,92.01,82.18,33.53,27.19,23.77,48.24,18.34,65.37,57.62,49.03,23.55,36.93,34.31,56.78,80.17,
20111025,14.21,49.42,63.72,89.89,17.62,104.5,34.51,37.72,100.44,36.04,180.36,24.63,63.69,33.49,33.48,91.77,77.04,32.91,26.81,23.44,47.37,17.88,64.51,56.34,48.76,22.67,36.19,33.82,56.71,79.44,
20111026,14.31,50.45,66.56,91.57,17.61,106.77,35.05,38.29,106.33,36.55,181.97,24.7,64.49,34.18,33.74,91.78,77.02,33.54,26.59,23.55,47.87,18.26,64.95,57.5,48.76,23.01,36.81,33.25,57.37,81.07,
20111027,14.45,51.81,67.68,96.27,18.44,109.26,36.15,41.61,114.91,37.37,186.34,25.13,65.3,36.67,34.28,93.51,81.41,34.31,27.25,23.96,49.9,18.63,65.12,58.79,49.18,23.6,37.66,34.13,57.81,81.88,
20111028,14.46,52.1,68.17,96.85,18.56,109.64,36.21,41.65,115.86,36.12,187.45,24.98,65.6,36.69,34.47,93.29,81,35.11,26.98,24.19,50.04,18.78,64.73,59.48,48.85,23.78,37.63,33.81,57.15,81.48,
20111031,14.46,50.62,65.79,94.46,18.53,105.05,34.88,39.7,109.55,35.8,184.63,24.54,64.39,34.76,34.16,92.85,79.02,34.5,26.63,24.09,49.07,18.25,63.99,58.35,47.99,23.32,36.98,33.2,56.72,78.09,
20111101,14.16,48.99,63.17,91.63,17.59,102.08,33.6,38.93,103.54,35.54,181.35,23.9,63.38,32.71,33.52,91.91,76.53,34.06,25.99,23.47,47.32,18.31,62.71,56.43,46.22,22.51,36.47,32.37,56.23,75.94,
20111102,14.19,50.32,64.4,93.94,17.85,104.54,34.07,39.87,106.13,35.99,183.92,23.85,63.64,33.64,33.89,92.53,78.06,34.19,26.01,23.74,48.4,18.5,62.86,57.71,46.36,22.88,36.8,32.99,56.86,77.37,
20111103,14.4,51.68,66.19,96,18.18,106.13,35.03,40.76,107.68,36.45,187.3,24.2,64.34,34.38,34.33,93,79.64,34.53,26.53,23.92,49.36,18.83,63.21,58.58,46.18,23.3,37.45,32.72,57.42,78.86,
20111104,14.29,51.18,65.8,95.74,18.03,106.43,34.76,40.13,105.04,36.39,186.38,23.74,64.12,33.97,33.89,93.81,79.3,34.02,26.25,23.6,48.96,18.62,63.03,58.14,45.58,23.16,37.17,33.17,57.5,78.52,
20111107,14.28,51.25,66.29,95,18.01,107.72,35.15,40.17,105.57,37.34,187.32,24.28,64,34.24,34.1,94.62,79.69,34.32,26.8,23.45,49.3,19.01,63.46,58.62,45.17,23.24,37.34,33.14,57.94,79.35,
20111108,14.51,51.34,66.65,95.89,18.31,108.86,35.29,40.69,108.58,37.94,187.25,24.75,64.86,35.02,34.33,94.6,81.83,34.47,27.16,23.86,49.63,19.02,64.21,59.03,46.15,23.64,37.52,33.19,59.32,79.76,
20111109,14.12,49.21,64.55,91.64,17.61,104.28,33.79,38.71,99.67,37.16,182.24,23.84,63.53,32.54,33.52,92.65,79,33.79,26.2,23.09,48.1,18.32,62.72,56.92,45.54,23.28,36.89,31.72,58.05,77.39,
20111110,13.76,49.09,64.83,92.2,18.61,105.5,34.64,39.03,99.5,37.2,183.35,24.06,64.12,32.74,33.7,93.26,80.32,34.97,26.28,23.48,48.75,18.75,63.24,57.4,46.13,23.26,37.33,31.95,58.13,78.7,
20111111,13.74,50.37,66.92,96.13,19.02,107.05,36.7,40.15,101.66,38.06,187.38,24.85,65.25,33.28,34.06,94.76,82.29,35.97,26.91,24.04,50.24,18.94,63.89,58.43,47.13,23.79,37.52,32.85,59.2,79.72,
20111114,13.55,49.45,67.94,96.53,18.94,106.17,36.12,39.68,99.29,38.25,187.35,24.63,64.91,32.55,33.9,94.06,81.87,35.67,26.76,23.94,49.75,18.75,63.05,57.53,46.94,23.46,37,32.43,58.89,78.96,
20111115,13.89,49.95,67.94,97.07,19.12,103.27,36.45,39.42,99.75,38.07,188.75,25.34,64.99,32.7,34,94.47,81.87,35.73,26.74,23.99,49.92,18.82,63.56,57.29,46.55,23.91,37.24,32.55,57.46,79.09,
20111116,13.74,48.12,66.34,95.75,18.8,101.05,35.53,38.39,95.6,37.84,186.62,24.94,64.4,31.47,33.51,93.15,81.87,35.09,26.07,23.43,48.74,18.54,63.28,56.34,44.91,23.35,36.65,32.22,56.68,78.25,
20111117,13.48,46.7,66.09,93.81,18.48,100.08,35.15,37.3,92.35,37.62,185.73,24.34,63.94,30.49,33.31,92.29,80.43,34.84,25.54,22.97,47.63,18.44,62.94,55.73,44.52,22.85,36.7,32.28,56.73,77.86,
20111118,13.39,46.88,67.46,93.93,18.42,97.88,35.63,36.96,91.91,37.88,185.24,24.29,63.85,30.62,33.7,92.74,80.54,34.95,25.3,23.19,47.9,18.5,63.24,56.22,44.55,22.7,36.46,32.63,57.23,77.9,
20111121,13.18,46.06,65.56,91.12,18,95.66,34.33,35.97,91.3,37.06,181.48,23.57,62.94,29.91,32.98,92.28,78.39,34.14,25,22.77,46.61,17.96,61.66,54.76,44.44,22.8,36.07,31.29,56.66,76.91,
20111122,13.45,46,64.35,89.99,17.92,96.42,34.02,35.82,89.4,37.1,181.31,23.24,62.9,29.41,32.99,92.65,77.83,33.81,24.79,22.91,45.97,17.9,61.69,53.94,44.42,22.71,36.19,30.74,56.85,76.03,
20111123,13.11,45.1,62.36,87.76,17.41,93.75,33.4,35.03,87.89,36.52,177.95,22.7,61.99,28.38,32.44,91.87,75.54,33.19,24.47,22.73,44.66,17.48,61.06,52.76,43.56,22.32,35.35,32.09,56.64,74.58,
20111125,12.98,45,62.78,86.72,17.5,92.29,33.51,34.85,88.75,36.47,177.06,22.73,61.27,28.48,32.37,92.1,76.13,33.16,24.3,22.57,44.71,17.48,61,53.41,43.67,22.26,35.35,32.47,56.89,73.9,
20111128,13.43,46.01,64.99,91.48,18.01,95.77,34.07,36.53,90.78,37.3,182.21,23.46,62.37,29.16,32.59,93.76,77.72,34.26,24.87,23.73,46.03,18.08,62.24,54.22,45.03,23.37,36.25,32.79,57.25,75.84,
20111129,13.33,45.55,65.26,90.54,17.68,97.39,34,36.67,88.81,38.96,180.94,23.58,62.78,28.56,33.1,93.46,77.24,34.48,24.84,23.72,45.93,18.38,62.53,54.07,45.88,23.23,36.63,32.54,58.17,76.93,
20111130,13.65,48.04,68.69,97.88,18.64,102.82,35.85,39.46,95.86,39.22,188,24.91,64.72,30.97,33.62,95.52,81.04,35.75,25.58,24.05,48.21,19.01,64.57,56.25,48.77,24.24,37.73,33.72,58.9,80.44,
20111201,13.85,47.79,70.98,96.82,18.58,101.83,35.99,39.26,94.43,39.34,189.45,24.92,64.45,30.46,33.42,95.5,80.3,35.68,25.28,23.81,48.19,18.98,64.08,55.04,48.52,24.44,37.77,33.88,58.61,79.79,
20111202,13.92,48.23,71.3,96.29,18.55,101.69,36.61,39.52,97.25,39.94,189.66,24.64,63.47,32.33,33.19,95.7,79.76,35.48,25.22,24.06,48.17,18.84,64.66,54.24,48.23,24.3,37.85,33.12,58.09,79.79,
20111205,14.04,48.78,71.09,96.85,18.79,102.82,36.94,39.86,99.82,40.23,190.84,25.01,63.36,33.51,33.16,95.35,80.93,35.26,25.7,24.15,48.23,18.8,64.84,54.67,48.27,24.02,38.05,34.37,58.34,80.45,
20111206,13.96,48.56,70.87,95.96,18.73,104.36,36.83,39.95,101.16,40.32,192.94,25.35,63.49,33.23,33.34,96.01,82.13,35.4,25.66,24.06,48.02,19.16,64.84,55.35,48.29,23.84,38.32,34.01,58.78,80.82,
20111207,13.9,49.16,70.6,94.89,18.99,104.52,37.1,39.6,105.13,40.73,194.05,25.66,64.45,34,33.39,96.45,82.39,35.61,25.6,23.97,47.98,19.39,65.23,55.9,49.34,24.27,38.31,34.51,58.51,81.08,
20111208,13.95,47.81,70.17,92.92,18.57,102.25,35.92,38.12,99.92,39.91,191.58,24.71,63.78,32.22,33.37,96.92,80.46,35.19,25.4,23.8,46.8,19.13,64.47,55.53,48.16,23.95,37.81,33.88,57.98,79.87,
20111209,14.06,48.8,71.93,95.97,18.88,104.25,36.56,38.59,101.45,40.23,194.56,25.01,64.53,33.18,33.78,98.03,82.2,35.68,25.7,24.42,48.02,19.48,64.97,56.02,48.91,24.3,38.43,34.22,58.32,81.34,
20111212,13.99,47.89,70.9,93.24,18.53,103.07,36.65,37.51,98.03,40.05,192.18,24,63.51,32.04,33.45,98.48,80.59,35.41,25.51,24.24,46.87,19.32,64.31,55.83,48.2,24.23,38.35,33.89,58.09,80.05,
20111213,13.89,47.39,70.9,90.98,18.47,103.62,36.33,36.67,95.04,39.51,191.15,23.56,63.36,31.29,33.24,98,79.41,34.99,25.76,23.76,46.69,19.67,64.73,55.93,47.93,23.98,38.26,33.69,57.6,80.53,
20111214,13.58,47.08,69.94,87,17.98,100.53,35.16,36.14,93.25,39.14,188.72,23.31,63.18,31.51,33.13,97.61,78.51,35.56,25.59,23.6,46.05,19.76,64.45,55.97,47.76,24.09,38.26,33.61,57.65,79.44,
20111215,13.53,46.42,70.61,87.7,18.04,99.67,35.19,36.74,91.9,39.42,187.48,23.31,64,31.76,33.45,98.14,78.86,36.36,25.56,23.52,46.27,20.03,64.99,56.81,48.52,23.96,38.42,34.11,57.95,80.03,
20111216,13.61,46.88,71.01,87.2,17.94,100.86,35.32,37.54,90.1,40.42,183.57,23.23,64.3,31.89,33.72,97.49,78.87,36.25,26,23.42,45.56,19.92,65.14,57.28,49,24.36,38.78,34.13,58.27,80.16,
20111219,13.65,46.04,70.16,87.25,17.69,99.72,34.75,36.66,87.7,40.2,182.89,23.1,63.53,30.7,33.69,97.24,77.82,36.47,25.53,23.35,45.15,20.03,64.95,56.71,48.97,24.65,38.63,32.75,57.78,79.53,
20111220,14.14,47.92,72.44,91.73,18.41,103.67,36.17,38.39,90.98,41.95,187.24,23.84,64.52,32.21,34.2,98.82,80.31,37.07,26.03,23.41,46.82,20.33,65.79,58.15,49.82,25.34,39.21,33.5,59.19,82,
20111221,14.16,47.49,73.59,91.63,17.92,105.43,36.27,38.85,92,42,181.47,23.68,64.96,32.32,34.78,99.2,80,37.33,25.76,24.09,46.33,20.54,66,59.09,49.99,25.18,39.23,33.37,59.39,83.12,
20111222,14.23,47.63,74.29,91.81,18.13,106.31,36.95,39.96,94.42,41.92,182.04,24.02,65.18,33.45,34.6,98.6,80.97,37.56,25.81,23.71,46.26,20.49,66.19,59.19,50.73,25.14,39.29,33.92,59.19,84.29,
20111223,14.4,47.95,73.97,92.25,18.47,107.5,37.7,41.07,93.79,42.09,184.75,24.4,65.98,33.57,34.97,100.15,82.2,37.9,26.03,24.23,46.68,20.68,66.67,59.35,51.35,25.62,39.98,35.34,59.99,85.22,
20111227,14.52,47.66,74.27,91.55,18.58,107.98,37.61,41.07,91.9,42.22,184.95,24.56,66.02,33.03,34.94,100.55,82.28,37.75,26.04,24.44,46.59,20.62,66.79,59.53,51.35,25.48,39.99,33.36,59.83,85.28,
20111228,14.38,46.97,73.26,89.37,18.16,105.96,37.24,40.12,90.12,41.53,183.99,24.23,65.45,32.65,34.76,99.58,81.15,37.43,25.82,24.11,46.02,20.4,66.54,58.86,50.71,25.18,39.76,33.28,59.73,84.18,
20111229,14.47,47.52,74.11,90.58,18.25,107.47,37.71,40.91,91.01,42.01,186.18,24.55,65.88,33.42,35.08,100.81,82.11,37.73,26.02,24.37,46.46,20.57,66.97,59.68,51.18,25.79,40.05,33.43,59.99,85.27,
20111230,14.46,47.17,73.35,90.6,18.08,106.4,37.5,40.96,90.43,42.04,183.88,24.25,65.58,33.25,34.99,100.33,81.73,37.7,25.96,24.09,46,20.5,66.71,59.17,50.68,25.38,40.12,33.06,59.76,84.76,
20120103,14.69,48.39,74.22,93.98,18.63,110.37,38.31,42.42,95.36,42.14,186.3,24.54,65.88,34.98,35.07,98.84,83.49,38.3,26.77,24.2,46.98,20.81,66.83,58.99,51.49,25.75,39.73,33.06,60.33,86,
20120104,14.77,48.24,74.33,94.85,18.99,110.18,38.85,42.65,94.74,42.74,185.54,25.11,65.48,34.95,34.85,99.39,84.18,38.34,27.4,24.56,47.23,20.62,66.8,58.75,52.24,25.29,39.21,32.83,59.71,86.02,
20120105,14.93,48.8,73.53,95.52,18.92,109.1,39.5,42.92,94.58,43.09,184.66,25.4,65.4,35.68,34.69,99.83,83.8,38.74,27.68,24.54,46.78,20.46,66.52,59.33,52.59,25.48,38.94,32.72,59.42,85.76,
20120106,15.09,48.27,73.98,95.76,18.85,108.31,39.91,43.18,93.42,43.2,182.54,25.25,64.83,35.36,34.47,100.6,83.37,38.47,28.11,24.5,46.51,20.43,66.36,59.35,52.78,25.18,38.33,33.08,59,85.12,
20120109,15.06,48.39,74.53,97.1,18.97,109.49,39.75,43.16,94.69,43.23,181.59,25.47,64.93,35.3,34.47,99.64,83.87,38.39,27.74,24.59,46.63,20.67,66.64,59.69,52.72,24.98,38.37,33.5,59.18,85.5,
20120110,15.12,48.67,75,99.96,18.83,109.06,39.63,44.12,98.33,43.53,181.31,25.59,65.2,36.05,34.67,99.7,84.3,38.52,27.84,24.62,47.85,20.78,66.33,60.1,52.62,24.95,38.57,34.4,59.04,85.72,
20120111,15.09,48.95,74.74,99.64,19.07,107.77,38.7,44.76,99.76,43.46,182.32,25.8,65.13,36.66,34.03,99.93,83.77,38.41,27.72,24.54,48.27,20.75,65.68,59.9,53.01,24.78,38.9,34.01,59.4,85.08,
20120112,15.05,49.65,75.51,101.94,19.15,104.97,38.73,46.37,101.21,43.39,180.55,25.75,65.23,36.85,33.78,100.57,84.28,38.61,28,24.78,48.61,20.83,65.81,59.8,52.87,25.34,38.92,33.27,59.5,84.74,
20120113,14.99,49.76,74.6,102.48,19.06,106.09,38.4,45.6,98.96,43.51,179.16,25.14,65.26,35.92,33.49,100.35,83.6,38.32,28.25,24.58,47.88,20.69,65.81,59.37,52.7,25.19,38.92,32.63,59.54,84.88,
20120117,15.17,50.22,75.24,103.37,19.31,106.72,38.48,46.48,97.68,43.74,180,25.04,65.12,34.91,33.67,100.55,84.23,38.82,28.26,24.81,48.48,20.78,66.26,59.69,53.57,25.63,39.02,33.2,59.85,85.69,
20120118,15.33,50.56,75.06,104.26,19.54,106.83,39.02,47.21,104.31,44.88,181.07,25.39,65.28,36.54,33.8,101.56,85.07,38.87,28.23,25.22,48.83,20.81,66.03,59.89,53.94,25.95,39.01,33.75,60.01,86.45,
20120119,15.28,50.95,75.56,105.75,19.79,106.93,39.44,46.97,107.68,45.41,180.52,25.63,65.19,36.93,33.73,101.26,85.8,39.26,28.12,25.4,48.58,20.69,66.08,60.3,52.32,25.59,39,33.5,60.61,87.03,
20120120,15.01,50.04,75.52,105.64,19.92,106.89,39.31,47.55,108.74,44.51,188.52,26.38,65.27,37.36,34.05,101.74,85.65,39.2,29.71,25.44,48.26,20.75,66.23,61.59,52.27,25.15,38.97,33.48,61.01,87.49,
20120123,15.26,49.44,75.51,106.37,19.83,107.01,39.25,47.14,108.19,44.88,189.98,26.71,65,37.66,34.27,100.95,85.61,38.77,29.73,25.39,48.37,20.57,65,60.29,52.43,24.9,38.4,33.86,60.91,87.47,
20120124,15.01,49.23,75.36,106.29,19.82,106.72,39.25,47.54,108.87,44.96,191.93,26.9,65,37.66,33.95,98.75,85.93,38.78,29.34,25.55,48.95,20.52,64.5,58,51.33,25.25,37.79,34.27,61.39,87.18,
20120125,15.95,50.17,75.82,109.05,19.83,107.73,39.56,48.05,108.27,45.26,191.73,26.9,65.22,37.6,34.22,99.23,86.48,38.68,29.56,25.8,48.87,20.58,64.98,59.15,51.57,25.14,37.69,34.69,61.47,87.22,
20120126,15.88,49.98,75.31,111.31,19.83,106.59,39.35,47.58,108.56,44.95,190.98,26.75,65.7,37.49,34.01,99.18,87.58,38.78,29.5,25.58,48.71,20.49,64.8,58.7,50.35,25.22,37.34,34.32,60.97,86.77,
20120127,15.97,49.85,74.55,111.28,19.56,103.96,39.25,47.65,111.77,44.87,190.46,26.73,65.56,37.21,33.72,98.69,87.46,38.52,29.23,25.53,48.85,20.35,64.3,58.05,51.02,25.26,37.21,34.23,60.71,85.83,
20120130,16.18,49.12,74.16,110.41,19.56,103.41,38.99,47.27,109.73,44.77,192.5,26.74,65.71,37.01,33.73,98.69,87.34,38.89,29.61,25.85,48.84,20.44,63.21,58.11,51.07,24.97,37.61,33.63,61.3,85.49,
20120131,16.3,50.14,74.18,109.12,19.65,103.12,38.9,47.72,111.47,44.39,192.6,26.42,65.91,37.3,33.77,99.05,86.71,38.27,29.53,26,49.31,20.27,63.04,58.3,51.79,25.16,37.66,33.36,61.36,83.74,
20120201,16.29,50.62,75.37,110.52,19.8,102.79,39.33,48.33,113.45,44.47,192.62,26.55,65.69,37.6,33.92,98.4,87.35,38.63,29.89,25.94,50.48,20.19,63.21,59.27,53.26,25.63,37.8,33.22,62.18,83.97,
20120202,16.25,51.16,75.22,110.33,19.8,103.69,38.91,47.76,113.39,44.46,191.53,26.49,65.59,37.55,33.92,98.62,87.43,38.44,29.95,25.71,50.36,20,63.32,59.39,52.54,26.52,37.56,33.53,61.94,83.53,
20120203,16.42,52.25,76.34,113.94,20.09,105.5,40,48.68,117.53,45.17,193.64,26.74,65.64,38.28,34.04,100.01,87.73,38.37,30.24,25.88,51.01,20.08,62.77,60.12,51.31,26.76,37.84,33.65,62.03,84.92,
20120206,16.57,51.81,75.46,113.78,20.19,106.67,40.46,48.39,117.39,45.2,192.82,26.72,65.19,38.14,34.02,99.49,87.56,38.4,30.2,25.87,50.7,19.85,63.51,59.33,51.29,26.84,38.14,34.28,61.88,85.75,
20120207,16.74,52.13,75.2,113.81,20.2,106.83,40.98,48.22,115.98,45.46,193.35,26.64,65.26,37.87,34.28,100.91,87.89,38.63,30.35,26.06,50.52,19.94,63.7,59.74,52.03,26.75,37.92,33.46,61.69,86.34,
20120208,17.02,51.64,75.46,114.04,20.43,106.76,41.27,48.35,116.15,45.17,192.95,26.85,65.24,38.3,34.17,100.05,87.97,38.42,30.66,26.48,51.44,19.9,63.64,59.85,52.14,27.09,37.92,33.13,61.62,85.32,
20120209,17.61,52.31,75.9,112.83,20,106.37,41.53,49.02,115.88,45.27,193.13,26.86,64.89,37.86,33.99,99.99,88.02,38.15,30.77,26.44,52.72,20.03,64.04,59.89,53.06,28.11,37.92,34.21,61.96,84.88,
20120210,17.62,51.81,74.95,111.75,19.9,105.28,41.45,48.42,114.12,45.33,192.42,26.7,64.6,37.61,33.97,99.47,87.14,37.91,30.5,26.35,52.55,19.94,63.88,59.38,53.32,28.48,37.69,34.54,61.9,83.8,
20120213,17.95,52.07,74.85,113.7,20.03,106.38,41.79,48.69,114.53,45.93,192.62,26.7,64.68,38.3,34.22,99.65,88.03,38.11,30.58,26.31,53.42,20.18,64.23,58.99,53.85,28.18,38.13,34.79,61.79,84.42,
20120214,18.2,51.96,75.56,114.45,20.07,106.49,41.6,47.85,112.87,46.06,192.22,26.78,64.61,37.92,34.45,99.55,87.99,38.21,30.25,26.66,53.26,20.21,64.48,59.16,54.46,28.81,38.04,34.63,62.22,84.67,
20120215,17.77,51.52,75.21,112.53,19.91,105,41.25,47.93,113.17,45.71,192.25,26.58,64.65,37.4,34.2,98.61,87.01,38.02,30.05,26.65,51.98,20,64.55,59.29,54.62,28.78,37.83,33.82,61.76,84.12,
20120216,17.94,52.87,75.27,113.96,20.19,106.52,41.54,49.05,114.74,45.93,193.02,26.83,64.92,38,34.43,99.26,87.65,38.14,31.29,26.54,52.37,20.21,65.2,59.44,54.79,28.45,38.05,34.24,62.04,85.41,
20120217,17.93,52.86,75.35,113.95,20.29,106.66,41.75,49.84,115.91,46.71,193.42,27.37,64.99,38.47,34.53,99.99,87.56,38.56,31.25,26.67,52.72,20.07,64.91,59.85,54.68,28.75,38.46,34.71,62.48,85.62,
20120221,18.39,52.85,75.72,115,20.36,108.41,41.57,49.34,116.63,46.92,193.39,27.16,65.04,38.46,34.41,100.49,87.6,38.13,31.44,26.24,52.84,20.1,64.42,59.27,55.32,28.55,38.49,34.18,60.07,86.57,
20120222,18.32,52.79,76.06,115.81,20.12,107.5,41.27,47.95,114.36,46.57,193.87,26.73,65,38.07,34.63,100.66,87.76,38.22,31.27,26.43,52.83,20.24,64.44,58.94,55.18,29.09,38.21,34.29,58.6,86.92,
20120223,18.44,52.67,75.85,116.2,20.23,108.35,41.48,48.22,115.8,46.95,197.61,26.66,65.1,38.49,34.59,100.81,87.9,38.51,31.37,26.54,52.54,19.92,66.42,58.96,54.94,29.12,38.13,33.97,58.54,87.02,
20120224,18.66,53.33,76.06,116,20.14,109.08,41.31,48.16,115.87,46.98,197.76,26.7,64.46,38.28,34.5,100.32,88.2,38.2,31.48,26.57,52.84,20.06,66.71,58.6,55.65,29.39,38.14,33.86,58.79,87.34,
20120227,18.78,54.18,75.21,115.63,20.17,109.63,41.64,48.69,116.23,46.93,197.53,26.89,64.45,39.06,34.42,100.36,88.07,38.15,31.35,26.79,52.63,20.14,66.7,58.6,55.73,29.22,38.13,33.54,58.46,87.23,
20120228,19.12,53.76,75.16,115.76,20.2,109.61,41.93,48.92,117.11,47.23,197.98,27.24,65.18,39.21,34.42,99.78,87.77,38.38,31.87,26.86,52.53,20.1,67.39,58.4,55.84,29.74,38.15,33.41,58.93,87.14,
20120229,19.37,52.89,74.95,114.21,19.88,109.12,41.99,47.72,115.14,47.57,196.73,26.88,65.08,39.24,34.93,99.28,87.6,38.17,31.74,26.98,52.78,20.01,67.62,57.97,55.75,29.09,38.11,33.16,59.08,86.5,
20120301,19.45,53.57,75.08,113.39,19.88,109.76,42.39,48.56,121.13,47.46,197.53,26.86,64.83,40.37,34.8,99.25,87.49,37.79,32.29,27.14,52.96,20.36,66.66,58.42,55.99,29.3,38.43,32.77,58.82,86.83,
20120302,19.47,52.99,74.9,112.49,19.76,109.61,42.36,48.7,119.96,47.41,198.81,26.92,64.77,40.63,34.59,99.5,87.52,37.93,32.08,27.19,53.2,20.28,66.67,58.01,55.84,29.04,38.67,32.69,59.01,86.33,
20120305,19.04,52.97,74.13,110.09,19.6,109.32,42.7,47.98,118.63,47.39,200.66,26.54,64.91,40.4,34.62,99.94,87.06,38.45,31.8,27.31,52.42,20.37,66.95,58.5,55.04,29.06,39,33.3,59.4,87.01,
20120306,18.94,51.74,72.56,105.93,19.48,108.85,42,46.28,113.67,46.39,197.26,26.61,64.35,39.32,34.38,99.89,84.95,37.44,31.56,26.84,51.22,20.15,66.84,56.99,54.46,28.71,38.69,32.87,58.97,85.86,
